time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
202021,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Applied general,Level 3,16480,15489,14331,13698,12028,86.96,83.119,77.655
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Applied general,Level 3,27124,26632,24183,22948,21504,89.157,84.604,80.745
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Applied general,Level 3,28106,27681,23466,21647,19660,83.491,77.019,71.023
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Applied general,Level 3,28188,27674,22721,20515,18778,80.605,72.779,67.854
201920,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Applied general,Level 3,44475,42754,39092,36957,32441,87.897,83.096,75.878
202021,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Applied general,Level 3,48737,45680,44290,42981,38112,90.876,88.19,83.433
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Applied general,Level 3,73813,72831,68386,66326,62044,92.648,89.857,85.189
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Applied general,Level 3,75530,74764,66920,63743,58429,88.601,84.394,78.151
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Applied general,Level 3,76615,75657,66589,63087,57546,86.914,82.343,76.062
201920,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Applied general,Level 3,732,609,651,596,407,88.934,81.421,66.831
202021,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Applied general,Level 3,788,670,703,658,479,89.213,83.503,71.493
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Applied general,Level 3,1163,1031,1039,965,739,89.338,82.975,71.678
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Applied general,Level 3,1313,1165,1155,1083,882,87.966,82.483,75.708
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Applied general,Level 3,1730,1514,1566,1469,1178,90.52,84.913,77.807
201920,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Applied general,Level 3,61596,59162,53498,50179,43948,86.853,81.465,74.284
202021,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Applied general,Level 3,66005,61839,59324,57337,50619,89.878,86.868,81.856
202122,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Applied general,Level 3,102100,100494,93608,90239,84287,91.683,88.383,83.873
202223,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Applied general,Level 3,104949,103610,91541,86473,78971,87.224,82.395,76.219
202324,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Applied general,Level 3,106533,104845,90876,85071,77502,85.303,79.854,73.921
201920,Academic year,National,E92000001,England,Final,Sex,Female,Tech level,Level 3,14058,13099,12594,11493,9728,89.586,81.754,74.265
202021,Academic year,National,E92000001,England,Final,Sex,Female,Tech level,Level 3,11050,10321,9973,9532,8208,90.253,86.262,79.527
202122,Academic year,National,E92000001,England,Revised,Sex,Female,Tech level,Level 3,16710,16403,15171,14312,13561,90.79,85.649,82.674
202223,Academic year,National,E92000001,England,Revised,Sex,Female,Tech level,Level 3,16007,15630,14098,12542,11453,88.074,78.353,73.276
202324,Academic year,National,E92000001,England,Revised,Sex,Female,Tech level,Level 3,14929,14655,12886,11189,10327,86.315,74.948,70.467
201920,Academic year,National,E92000001,England,Final,Sex,Male,Tech level,Level 3,9475,8896,8387,7460,7013,88.517,78.734,78.833
202021,Academic year,National,E92000001,England,Final,Sex,Male,Tech level,Level 3,8873,8487,8086,7628,7210,91.13,85.969,84.953
202122,Academic year,National,E92000001,England,Revised,Sex,Male,Tech level,Level 3,16953,16656,15500,14063,14540,91.429,82.953,87.296
202223,Academic year,National,E92000001,England,Revised,Sex,Male,Tech level,Level 3,17159,16857,15186,12971,13953,88.502,75.593,82.773
202324,Academic year,National,E92000001,England,Revised,Sex,Male,Tech level,Level 3,15247,14923,13427,11124,12118,88.063,72.959,81.204
201920,Academic year,National,E92000001,England,Final,First Language,English language,Tech level,Level 3,20157,18845,17893,16206,14143,88.768,80.399,75.049
202021,Academic year,National,E92000001,England,Final,First Language,English language,Tech level,Level 3,17056,16093,15405,14644,13048,90.32,85.858,81.079
202122,Academic year,National,E92000001,England,Revised,First Language,English language,Tech level,Level 3,28369,27886,25718,23816,23438,90.655,83.951,84.049
202223,Academic year,National,E92000001,England,Revised,First Language,English language,Tech level,Level 3,27671,27112,24267,21114,20820,87.698,76.304,76.793
202324,Academic year,National,E92000001,England,Revised,First Language,English language,Tech level,Level 3,25216,24800,21892,18470,18550,86.818,73.247,74.798
201920,Academic year,National,E92000001,England,Final,First Language,Other than English language,Tech level,Level 3,2562,2431,2351,2093,2047,91.764,81.694,84.204
202021,Academic year,National,E92000001,England,Final,First Language,Other than English language,Tech level,Level 3,2082,2006,1930,1843,1772,92.699,88.521,88.335
202122,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Tech level,Level 3,4029,3965,3786,3485,3618,93.969,86.498,91.248
202223,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Tech level,Level 3,4179,4114,3858,3370,3605,92.319,80.641,87.628
202324,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Tech level,Level 3,3608,3489,3249,2811,2921,90.05,77.91,83.72
201920,Academic year,National,E92000001,England,Final,First Language,Unknown first language,Tech level,Level 3,814,719,737,654,551,90.541,80.344,76.634
202021,Academic year,National,E92000001,England,Final,First Language,Unknown first language,Tech level,Level 3,785,709,724,673,598,92.229,85.732,84.344
202122,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Tech level,Level 3,1265,1208,1167,1074,1045,92.253,84.901,86.507
202223,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Tech level,Level 3,1316,1261,1159,1029,981,88.07,78.191,77.795
202324,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Tech level,Level 3,1352,1289,1172,1032,974,86.686,76.331,75.562
201920,Academic year,National,E92000001,England,Final,FSM,Eligible for FSM,Tech level,Level 3,2885,2717,2509,2233,1958,86.967,77.4,72.065
202021,Academic year,National,E92000001,England,Final,FSM,Eligible for FSM,Tech level,Level 3,2368,2233,2073,1933,1696,87.542,81.63,75.952
202122,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Tech level,Level 3,4846,4713,4314,3865,3877,89.022,79.757,82.262
202223,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Tech level,Level 3,5512,5391,4734,3959,4015,85.885,71.825,74.476
202324,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Tech level,Level 3,5814,5696,4879,3935,4017,83.918,67.681,70.523
201920,Academic year,National,E92000001,England,Final,FSM,Not eligible for FSM,Tech level,Level 3,20414,19089,18257,16541,14645,89.434,81.028,76.72
202021,Academic year,National,E92000001,England,Final,FSM,Not eligible for FSM,Tech level,Level 3,17341,16394,15788,15041,13561,91.044,86.737,82.719
202122,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Tech level,Level 3,28543,28092,26107,24275,24014,91.466,85.047,85.483
202223,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Tech level,Level 3,27325,26788,24254,21287,21149,88.761,77.903,78.95
202324,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Tech level,Level 3,23947,23500,21060,18038,18131,87.944,75.325,77.153
201920,Academic year,National,E92000001,England,Final,FSM,Unknown FSM eligibility,Tech level,Level 3,234,189,215,179,138,91.88,76.496,73.016
202021,Academic year,National,E92000001,England,Final,FSM,Unknown FSM eligibility,Tech level,Level 3,214,181,198,186,161,92.523,86.916,88.95
202122,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Tech level,Level 3,274,254,250,235,210,91.241,85.766,82.677
202223,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Tech level,Level 3,329,308,296,267,242,89.97,81.155,78.571
202324,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Tech level,Level 3,415,382,374,340,297,90.12,81.928,77.749
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Tech level,Level 3,102,91,95,90,79,93.137,88.235,86.813
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Tech level,Level 3,86,79,80,79,69,93.023,91.86,87.342
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Tech level,Level 3,161,155,153,139,144,95.031,86.335,92.903
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Tech level,Level 3,168,159,149,138,130,88.69,82.143,81.761
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Tech level,Level 3,174,172,162,139,146,93.103,79.885,84.884
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Tech level,Level 3,0,0,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Tech level,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Tech level,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Tech level,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Tech level,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Tech level,Level 3,16,14,15,15,12,93.75,93.75,85.714
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Tech level,Level 3,18,17,18,16,17,100,88.889,100
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Tech level,Level 3,20,20,20,19,18,100,95,90
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Tech level,Level 3,26,25,23,19,20,88.462,73.077,80
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Tech level,Level 3,32,30,30,28,25,93.75,87.5,83.333
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Tech level,Level 3,20,16,19,17,13,95,85,81.25
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Tech level,Level 3,7,6,7,7,6,100,100,100
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Tech level,Level 3,37,35,33,30,30,89.189,81.081,85.714
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Tech level,Level 3,39,38,30,24,26,76.923,61.538,68.421
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Tech level,Level 3,26,23,24,17,20,92.308,65.385,86.957
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Tech level,Level 3,0,0,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Tech level,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Tech level,Level 3,2,2,2,2,2,100,100,100
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Tech level,Level 3,1,1,1,1,0,100,100,0
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Tech level,Level 3,3,3,3,2,3,100,66.667,100
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Tech level,Level 3,0,0,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Tech level,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Tech level,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Tech level,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Tech level,Level 3,0,0,z,z,z,z,z,z
